q,i_of_q
0.005,112.915102089
0.00638554216867,111.973729029
0.00777108433735,110.815800024
0.00915662650602,109.449285643
0.0105421686747,107.883518609
0.0119277108434,106.129092419
0.013313253012,104.197746995
0.0146987951807,102.102242897
0.0160843373494,99.8562257899
0.0174698795181,97.4740829725
0.0188554216867,94.9707938519
0.0202409638554,92.3617763387
0.0216265060241,89.6627311501
0.0230120481928,86.8894860247
0.0243975903614,84.057841824
0.0257831325301,81.1834224428
0.0271686746988,78.2815303709
0.0285542168675,75.3670096398
0.0299397590361,72.4541177572
0.0313253012048,69.5564080797
0.0327108433735,66.6866238994
0.0340963855422,63.8566053347
0.0354819277108,61.0772099096
0.0368674698795,58.3582474988
0.0382530120482,55.7084300931
0.0396385542169,53.1353366238
0.0410240963855,50.6453928601
0.0424096385542,48.2438661822
0.0437951807229,45.9348748209
0.0451807228916,43.7214109588
0.0465662650602,41.6053769038
0.0479518072289,39.587633378
0.0493373493976,37.6680588154
0.0507228915663,35.845618434
0.0521084337349,34.1184417405
0.0534939759036,32.4839070442
0.0548795180723,30.9387314977
0.056265060241,29.479065146
0.0576506024096,28.1005874609
0.0590361445783,26.7986048455
0.060421686747,25.5681476395
0.0618072289157,24.4040652096
0.0631927710843,23.3011177938
0.064578313253,22.2540638678
0.0659638554217,21.2577419156
0.0673493975904,20.3071456201
0.068734939759,19.3974916284
0.0701204819277,18.5242791998
0.0715060240964,17.6833412007
0.0728915662651,16.8708860718
0.0742771084337,16.0835305535
0.0756626506024,15.3183231173
0.0770481927711,14.5727581998
0.0784337349398,13.8447814915
0.0798192771084,13.1327866615
0.0812048192771,12.4356040331
0.0825903614458,11.7524818333
0.0839759036145,11.0830607395
0.0853614457831,10.427342529
0.0867469879518,9.78565370091
0.0881325301205,9.15860498958
0.0895180722892,8.54704771636
0.0909036144578,7.95202794194
0.0922891566265,7.37473937412
0.0936746987952,6.81647596586
0.0950602409639,6.27858510139
0.0964457831325,5.7624222165
0.0978313253012,5.26930763531
0.0992168674699,4.80048632998
0.100602409639,4.35709122469
0.101987951807,3.94011057269
0.103373493976,3.55035983613
0.104759036145,3.18845839668
0.106144578313,2.8548113205
0.107530120482,2.54959629755
0.108915662651,2.27275577343
0.110301204819,2.02399419427
0.111686746988,1.80278019282
0.113072289157,1.60835345876
0.114457831325,1.43973595942
0.115843373494,1.29574710952
0.117228915663,1.17502243159
0.118614457831,1.07603520258
0.12,0.997120547369
0.121385542169,0.936501416922
0.122771084337,0.892315877347
0.124156626506,0.862645135854
0.125542168675,0.845541740468
0.126927710843,0.839057411319
0.128313253012,0.84126999173
0.129698795181,0.850309046298
0.131084337349,0.864379679377
0.132469879518,0.881784199932
0.133855421687,0.900941316107
0.135240963855,0.920402603906
0.136626506024,0.938866057712
0.138012048193,0.955186594693
0.139397590361,0.968383449113
0.14078313253,0.977644455013
0.142168674699,0.982327275472
0.143554216867,0.981957692642
0.144939759036,0.976225124032
0.146325301205,0.964975576326
0.147710843373,0.948202287645
