q,i_of_q
0.005,131.409831297
0.00638554216867,130.025718498
0.00777108433735,128.324685283
0.00915662650602,126.319403165
0.0105421686747,124.024718982
0.0119277108434,121.457498317
0.013313253012,118.636448526
0.0146987951807,115.581923625
0.0160843373494,112.315713499
0.0174698795181,108.860820056
0.0188554216867,105.241223135
0.0202409638554,101.481639045
0.0216265060241,97.6072746984
0.0230120481928,93.6435803234
0.0243975903614,89.6160037194
0.0257831325301,85.5497489643
0.0271686746988,81.4695423836
0.0285542168675,77.3994084615
0.0299397590361,73.3624581984
0.0313253012048,69.3806922232
0.0327108433735,65.4748207341
0.0340963855422,61.6641020889
0.0354819277108,57.9662015855
0.0368674698795,54.3970716852
0.0382530120482,50.9708546196
0.0396385542169,47.6998080131
0.0410240963855,44.5942538371
0.0424096385542,41.6625506949
0.0437951807229,38.911089133
0.0451807228916,36.3443093759
0.0465662650602,33.9647405999
0.0479518072289,31.7730606005
0.0493373493976,29.7681744671
0.0507228915663,27.9473106636
0.0521084337349,26.3061327294
0.0534939759036,24.8388646554
0.0548795180723,23.5384278692
0.056265060241,22.396587669
0.0576506024096,21.4041068897
0.0590361445783,20.5509045594
0.060421686747,19.8262173119
0.0618072289157,19.218761364
0.0631927710843,18.7168929324
0.064578313253,18.3087650695
0.0659638554217,17.9824790182
0.0673493975904,17.726228337
0.068734939759,17.5284342165
0.0701204819277,17.3778705916
0.0715060240964,17.2637778579
0.0728915662651,17.1759642093
0.0742771084337,17.1048938316
0.0756626506024,17.0417614068
0.0770481927711,16.9785526036
0.0784337349398,16.9080904464
0.0798192771084,16.8240676616
0.0812048192771,16.7210653026
0.0825903614458,16.5945581372
0.0839759036145,16.4409074565
0.0853614457831,16.2573421122
0.0867469879518,16.0419287295
0.0881325301205,15.7935321505
0.0895180722892,15.5117672607
0.0909036144578,15.1969434154
0.0922891566265,14.8500027358
0.0936746987952,14.4724535655
0.0950602409639,14.0663003833
0.0964457831325,13.6339714531
0.0978313253012,13.1782454501
0.0992168674699,12.7021782528
0.100602409639,12.2090310153
0.101987951807,11.7022005506
0.103373493976,11.1851529567
0.104759036145,10.661361309
0.106144578313,10.1342481286
0.107530120482,9.6071332101
0.108915662651,9.0831872739
0.110301204819,8.56539177728
0.111686746988,8.05650509798
0.113072289157,7.55903518196
0.114457831325,7.07521863211
0.115843373494,6.60700610675
0.117228915663,6.15605379727
0.118614457831,5.72372066464
0.12,5.31107103636
0.121385542169,4.91888209834
0.122771084337,4.54765576242
0.124156626506,4.19763434821
0.125542168675,3.8688194894
0.126927710843,3.56099365818
0.128313253012,3.27374369746
0.129698795181,3.00648575782
0.131084337349,2.75849105442
0.132469879518,2.5289118868
0.133855421687,2.31680740155
0.135240963855,2.12116862137
0.136626506024,1.9409423149
0.138012048193,1.77505333654
0.139397590361,1.6224251243
0.14078313253,1.48199810471
0.142168674699,1.35274581517
0.143554216867,1.23368861576
0.144939759036,1.12390492204
0.146325301205,1.02253994703
0.147710843373,0.928811994276
0.149096385542,0.842016392081
0.150481927711,0.761527202669
0.15186746988,0.686796877536
0.153253012048,0.617354061518
0.154638554217,0.552799772975
0.156024096386,0.492802205594
0.157409638554,0.437090408948
0.158795180723,0.385447110032
0.160180722892,0.337700937029
0.16156626506,0.293718299771
0.162951807229,0.253395169404
0.164337349398,0.216648983107
0.165722891566,0.183410879075
0.167108433735,0.153618443073
0.168493975904,0.127209121333
0.169879518072,0.104114426305
0.171265060241,0.0842550323962
0.17265060241,0.06753682913
0.174036144578,0.0538479698333
0.175421686747,0.0430569256448
0.176807228916,0.0350115279059
0.178192771084,0.0295389574177
0.179578313253,0.0264466170162
0.180963855422,0.0255238048352
0.18234939759,0.0265440897458
0.183734939759,0.0292682779831
0.185120481928,0.0334478509889
0.186506024096,0.0388287490322
0.187891566265,0.045155373146
0.189277108434,0.0521746791988
0.190662650602,0.0596402422883
0.192048192771,0.0673161768263
0.19343373494,0.0749808073581
0.194819277108,0.0824299969513
0.196204819277,0.0894800535118
0.197590361446,0.0959701492026
0.198975903614,0.101764203846
0.200361445783,0.106752199333
0.201746987952,0.110850908248
0.20313253012,0.114004035732
0.204518072289,0.116181788672
0.205903614458,0.117379900347
0.207289156627,0.117618151267
0.208674698795,0.116938438031
0.210060240964,0.115402451242
0.211445783133,0.113089030832
0.212831325301,0.11009127243
0.21421686747,0.106513461588
0.215602409639,0.102467913854
0.216987951807,0.0980717978431
0.218373493976,0.0934440157505
0.219759036145,0.0887022113171
0.221144578313,0.0839599692994
0.222530120482,0.0793242631928
0.223915662651,0.0748931995866
0.225301204819,0.0707540983185
0.226686746988,0.0669819378175
0.228072289157,0.0636381849433
0.229457831325,0.0607700185048
0.230843373494,0.0584099457244
0.232228915663,0.0565758014417
0.233614457831,0.0552711110317
0.235,0.054485790046
0.236385542169,0.0541971466158
0.237771084337,0.0543711468305
0.239156626506,0.0549638987025
0.240542168675,0.0559233070191
0.241927710843,0.0571908493951
0.243313253012,0.0587034231534
0.244698795181,0.0603952132592
0.246084337349,0.0621995333245
0.247469879518,0.0640505946089
0.248855421687,0.0658851618337
0.250240963855,0.0676440593753
0.251626506024,0.0692734968485
0.253012048193,0.0707261890665
0.254397590361,0.0719622517075
0.25578313253,0.0729498605455
0.257168674699,0.073665668651
0.258554216867,0.0740949823716
0.259939759036,0.0742317030017
0.261325301205,0.0740780467167
0.262710843373,0.0736440604417
0.264096385542,0.072946955757
0.265481927711,0.0720102866204
0.26686746988,0.0708629995503
0.268253012048,0.0695383869237
0.269638554217,0.0680729751892
0.271024096386,0.0665053800751
0.272409638554,0.0648751603221
0.273795180723,0.063221700132
0.275180722892,0.0615831484681
0.27656626506,0.0599954406461
0.277951807229,0.0584914244181
0.279337349398,0.057100109071
0.280722891566,0.0558460520569
0.282108433735,0.0547488934538
0.283493975904,0.0538230442425
0.284879518072,0.053077530089
0.286265060241,0.0525159881587
0.28765060241,0.0521368105499
0.289036144578,0.051933424326
0.290421686747,0.0518946949158
0.291807228916,0.0520054369169
0.293192771084,0.0522470141232
0.294578313253,0.0525980089507
0.295963855422,0.053034940367
0.29734939759,0.053533008953
0.298734939759,0.054066847827
0.300120481928,0.0546112588229
0.301506024096,0.0551419144838
0.302891566265,0.0556360080849
0.304277108434,0.0560728359451
0.305662650602,0.0564342986875
0.307048192771,0.0567053107647
0.30843373494,0.056874110411
0.309819277108,0.0569324651404
0.311204819277,0.0568757708812
0.312590361446,0.0567030457666
0.313975903614,0.0564168223929
0.315361445783,0.0560229449562
0.316746987952,0.0555302800185
0.31813253012,0.0549503516809
0.319518072289,0.0542969136189
0.320903614458,0.0535854717197
0.322289156627,0.0528327719462
0.323674698795,0.0520562685181
0.325060240964,0.0512735875456
0.326445783133,0.0505020009055
0.327831325301,0.0497579244089
0.32921686747,0.0490564532322
0.330602409639,0.048410946188
0.331987951807,0.0478326687569
0.333373493976,0.047330502936
0.334759036145,0.0469107299363
0.336144578313,0.0465768896388
0.337530120482,0.0463297185636
0.338915662651,0.0461671659606
0.340301204819,0.0460844855672
0.341686746988,0.0460743986377
0.343072289157,0.0461273220802
0.344457831325,0.0462316539867
0.345843373494,0.0463741075378
0.347228915663,0.0465400832338
0.348614457831,0.0467140686729
0.35,0.0468800546636
