q,i_of_q
0.005,108.932979945
0.00638554216867,107.965897566
0.00777108433735,106.776009017
0.00915662650602,105.371300793
0.0105421686747,103.761135358
0.0119277108434,101.956155013
0.013313253012,99.9681732794
0.0146987951807,97.8100551837
0.0160843373494,95.4955879593
0.0174698795181,93.0393437973
0.0188554216867,90.456536365
0.0202409638554,87.7628728738
0.0216265060241,84.9744035158
0.0230120481928,82.1073700998
0.0243975903614,79.1780557049
0.0257831325301,76.2026371303
0.0271686746988,73.197041855
0.0285542168675,70.1768111368
0.0299397590361,67.1569707685
0.0313253012048,64.1519108844
0.0327108433735,61.175276061
0.0340963855422,58.2398667974
0.0354819277108,55.3575532864
0.0368674698795,52.5392022037
0.0382530120482,49.7946170528
0.0396385542169,47.1324924101
0.0410240963855,44.560382219
0.0424096385542,42.0846820885
0.0437951807229,39.7106253656
0.0451807228916,37.4422925699
0.0465662650602,35.2826336081
0.0479518072289,33.233502031
0.0493373493976,31.2957004499
0.0507228915663,29.4690361083
0.0521084337349,27.7523854906
0.0534939759036,26.1437667674
0.0548795180723,24.6404188046
0.056265060241,23.2388854178
0.0576506024096,21.9351035265
0.0590361445783,20.7244938576
0.060421686747,19.6020528617
0.0618072289157,18.5624445406
0.0631927710843,17.6000909358
0.064578313253,16.7092601003
0.0659638554217,15.8841504578
0.0673493975904,15.118970555
0.068734939759,14.4080133229
0.0701204819277,13.7457240808
0.0715060240964,13.1267616484
0.0728915662651,12.5460520591
0.0742771084337,11.9988345074
0.0756626506024,11.4806992949
0.0770481927711,10.9876176756
0.0784337349398,10.5159636315
0.0798192771084,10.0625277312
0.0812048192771,9.62452334418
0.0825903614458,9.19958558597
0.0839759036145,8.78576347081
0.0853614457831,8.3815058284
0.0867469879518,7.98564161542
0.0881325301205,7.59735530926
0.0895180722892,7.21615811545
0.0909036144578,6.84185575002
0.0922891566265,6.47451357308
0.0936746987952,6.1144198519
0.0950602409639,5.76204791981
0.0964457831325,5.41801797312
0.0978313253012,5.08305921248
0.0992168674699,4.75797298871
0.100602409639,4.44359755766
0.101987951807,4.14077498555
0.103373493976,3.85032067615
0.104759036145,3.57299591702
0.106144578313,3.30948376392
0.107530120482,3.06036850292
0.108915662651,2.82611885011
0.110301204819,2.60707496975
0.111686746988,2.40343931599
0.113072289157,2.21527123093
0.114457831325,2.04248516446
0.115843373494,1.88485232045
0.117228915663,1.74200547907
0.118614457831,1.61344669859
0.12,1.49855756111
0.121385542169,1.39661159637
0.122771084337,1.30678849621
0.124156626506,1.22818971875
0.125542168675,1.15985507725
0.126927710843,1.10077991126
0.128313253012,1.04993244945
0.129698795181,1.00627099109
0.131084337349,0.968760557916
0.132469879518,0.93638869816
0.133855421687,0.908180159261
0.135240963855,0.88321018449
0.136626506024,0.860616230145
0.138012048193,0.839607943409
0.139397590361,0.819475285275
0.14078313253,0.799594727345
0.142168674699,0.779433494746
0.143554216867,0.758551869252
0.144939759036,0.736603605992
0.146325301205,0.713334553332
0.147710843373,0.688579597989
0.149096385542,0.662258085731
0.150481927711,0.63436789172
0.15186746988,0.60497833345
0.153253012048,0.574222133139
0.154638554217,0.54228664533
0.156024096386,0.509404569378
0.157409638554,0.475844365648
0.158795180723,0.44190058884
0.160180722892,0.407884342241
0.16156626506,0.374114043324
0.162951807229,0.340906674344
0.164337349398,0.308569672085
0.165722891566,0.277393589058
0.167108433735,0.247645634996
0.168493975904,0.219564182873
0.169879518072,0.19335429856
0.171265060241,0.169184328127
0.17265060241,0.147183552287
0.174036144578,0.127440894016
0.175421686747,0.11000464346
0.176807228916,0.0948831441842
0.178192771084,0.0820463671027
0.179578313253,0.0714282831428
0.180963855422,0.0629299332216
0.18234939759,0.0564230844666
0.183734939759,0.0517543549203
0.185120481928,0.0487496852115
0.186506024096,0.0472190347983
0.187891566265,0.0469611822614
0.189277108434,0.0477685135732
0.190662650602,0.0494316890669
0.192048192771,0.0517440887053
0.19343373494,0.0545059459083
0.194819277108,0.0575280923071
0.196204819277,0.0606352490137
0.197590361446,0.0636688139741
0.198975903614,0.0664891093588
0.200361445783,0.0689770673885
0.201746987952,0.0710353471734
