q,i_of_q
0.005,88.5009530363
0.00638554216867,87.6680880878
0.00777108433735,86.644873799
0.00915662650602,85.4391414007
0.0105421686747,84.0600500335
0.0119277108434,82.5179819071
0.013313253012,80.8244241303
0.0146987951807,78.9918388416
0.0160843373494,77.0335234192
0.0174698795181,74.9634626784
0.0188554216867,72.7961750592
0.0202409638554,70.5465548718
0.0216265060241,68.2297127053
0.0230120481928,65.860816105
0.0243975903614,63.4549325973
0.0257831325301,61.0268770813
0.0271686746988,58.591065518
0.0285542168675,56.1613767316
0.0299397590361,53.7510239959
0.0313253012048,51.3724379118
0.0327108433735,49.0371618996
0.0340963855422,46.7557614235
0.0354819277108,44.5377478521
0.0368674698795,42.3915176295
0.0382530120482,40.3243072019
0.0396385542169,38.3421639041
0.0410240963855,36.4499327805
0.0424096385542,34.651259082
0.0437951807229,32.9486059584
0.0451807228916,31.34328666
0.0465662650602,29.8355103612
0.0479518072289,28.424440546
0.0493373493976,27.1082647369
0.0507228915663,25.8842742128
0.0521084337349,24.748952252
0.0534939759036,23.6980693505
0.0548795180723,22.7267838055
0.056265060241,21.8297460235
0.0576506024096,21.0012049032
0.0590361445783,20.2351146656
0.060421686747,19.525240547
0.0618072289157,18.86526184
0.0631927710843,18.2488708579
0.064578313253,17.6698665079
0.0659638554217,17.1222412888
0.0673493975904,16.60026067
0.068734939759,16.0985339665
0.0701204819277,15.6120759893
0.0715060240964,15.1363589216
0.0728915662651,14.6673540482
0.0742771084337,14.2015631404
0.0756626506024,13.736039471
0.0770481927711,13.2683986045
0.0784337349398,12.7968192637
0.0798192771084,12.3200347268
0.0812048192771,11.8373153439
0.0825903614458,11.3484428842
0.0839759036145,10.8536775309
0.0853614457831,10.353718429
0.0867469879518,9.84965876293
0.0881325301205,9.34293638787
0.0895180722892,8.83528107377
0.0909036144578,8.32865943137
0.0922891566265,7.82521858354
0.0936746987952,7.32722962035
0.0950602409639,6.83703183522
0.0964457831325,6.35697868185
0.0978313253012,5.88938632058
0.0992168674699,5.43648553903
0.100602409639,5.000377738
0.101987951807,4.58299557098
0.103373493976,4.18606871705
0.104759036145,3.81109515425
0.106144578313,3.45931818572
0.107530120482,3.13170935671
0.108915662651,2.82895728821
0.110301204819,2.55146234525
0.111686746988,2.29933695598
0.113072289157,2.07241130342
0.114457831325,1.87024402657
0.115843373494,1.69213749292
0.117228915663,1.53715714042
0.118614457831,1.40415433558
0.12,1.29179215515
0.121385542169,1.19857347204
0.122771084337,1.12287071257
0.124156626506,1.06295665048
0.125542168675,1.01703561345
0.126927710843,0.983274499856
0.128313253012,0.959833035147
0.129698795181,0.944892738789
0.131084337349,0.936684122063
0.132469879518,0.933511693407
0.133855421687,0.933776409777
0.135240963855,0.935995278436
0.136626506024,0.938817882078
0.138012048193,0.941039670002
0.139397590361,0.941611927564
0.14078313253,0.939648404187
0.142168674699,0.934428645465
0.143554216867,0.925398136196
0.144939759036,0.912165417552
0.146325301205,0.89449639213
0.147710843373,0.872306074567
0.149096385542,0.845648082208
0.150481927711,0.814702189591
0.15186746988,0.779760291969
0.153253012048,0.741211136691
0.154638554217,0.699524187101
0.156024096386,0.655232981866
0.157409638554,0.608918343822
0.158795180723,0.561191776822
0.160180722892,0.512679367572
0.16156626506,0.464006482511
0.162951807229,0.415783518396
0.164337349398,0.368592930172
0.165722891566,0.322977721808
0.167108433735,0.279431546042
0.168493975904,0.23839051822
0.169879518072,0.200226808602
0.171265060241,0.165244037387
0.17265060241,0.133674458215
0.174036144578,0.105677879619
0.175421686747,0.0813422405374
0.176807228916,0.0606857261636
0.178192771084,0.0436602844255
0.179578313253,0.0301563817584
0.180963855422,0.0200088197009
0.18234939759,0.0130034213991
0.183734939759,0.00888438936584
0.185120481928,0.00736213274819
0.186506024096,0.00812136374331
0.187891566265,0.0108292684225
0.189277108434,0.0151435667413
0.190662650602,0.0207202895348
0.192048192771,0.0272211163684
0.19343373494,0.0343201367278
0.194819277108,0.0417099176638
0.196204819277,0.049106783103
0.197590361446,0.0562552330358
0.198975903614,0.0629314541516
0.200361445783,0.0689458966717
0.201746987952,0.074144914628
0.20313253012,0.0784114881931
0.204518072289,0.0816650664551
0.205903614458,0.0838605868917
0.207289156627,0.0849867434362
0.208674698795,0.0850635881852
0.210060240964,0.0841395623228
0.211445783133,0.0822880596088
0.212831325301,0.0796036307678
0.21421686747,0.0761979393478
0.215602409639,0.0721955791745
0.216987951807,0.0677298605664
0.218373493976,0.0629386671728
0.219759036145,0.0579604779155
0.221144578313,0.0529306393027
0.222530120482,0.047977962675
0.223915662651,0.0432217090357
0.225301204819,0.038769011367
0.226686746988,0.034712771075
0.228072289157,0.0311300517684
0.229457831325,0.0280809803005
0.230843373494,0.0256081521775
0.232228915663,0.0237365263529
0.233614457831,0.0224737833363
0.235,0.0218111106498
0.236385542169,0.0217243711596
0.237771084337,0.0221756028155
0.239156626506,0.0231147929507
0.240542168675,0.0244818665676
0.241927710843,0.0262088259897
0.243313253012,0.0282219788391
0.244698795181,0.0304441924582
0.246084337349,0.0327971155103
0.247469879518,0.0352033114454
0.248855421687,0.0375882536374
0.250240963855,0.0398821381062
0.251626506024,0.0420214766413
0.253012048193,0.0439504406279
0.254397590361,0.0456219337323
0.25578313253,0.0469983796271
0.257168674699,0.0480522189044
0.258554216867,0.0487661170613
0.259939759036,0.0491328927522
0.261325301205,0.049155182226
0.262710843373,0.0488448618693
0.264096385542,0.0482222559346
0.265481927711,0.0473151607548
0.26686746988,0.0461577199792
0.268253012048,0.0447891875578
0.269638554217,0.0432526163574
0.271024096386,0.0415935104253
0.272409638554,0.039858478064
0.273795180723,0.0380939211182
0.275180722892,0.0363447932751
0.27656626506,0.0346534568594
0.277951807229,0.0330586636672
0.279337349398,0.0315946809646
0.280722891566,0.0302905790099
0.282108433735,0.0291696914762
0.283493975904,0.0282492550957
0.284879518072,0.0275402298465
0.286265060241,0.0270472961919
0.28765060241,0.0267690213626
0.289036144578,0.0266981825672
0.290421686747,0.0268222313939
0.291807228916,0.027123880623
0.293192771084,0.0275817922362
0.294578313253,0.0281713436443
0.295963855422,0.028865448066
0.29734939759,0.0296354045782
0.298734939759,0.0304517536151
0.300120481928,0.0312851145741
0.301506024096,0.0321069836502
0.302891566265,0.0328904720058
0.304277108434,0.0336109668134
0.305662650602,0.0342467005042
0.307048192771,0.0347792166336
0.30843373494,0.0351937240336
0.309819277108,0.0354793342774
0.311204819277,0.0356291808389
0.312590361446,0.0356404215973
0.313975903614,0.0355141294343
0.315361445783,0.0352550785248
0.316746987952,0.0348714364613
0.31813253012,0.0343743745193
0.319518072289,0.033777610136
0.320903614458,0.0330968969807
0.322289156627,0.0323494788524
0.323674698795,0.0315535240168
0.325060240964,0.0307275565177
0.326445783133,0.0298899004673
0.327831325301,0.0290581523848
0.32921686747,0.0282486953336
0.330602409639,0.0274762669656
0.331987951807,0.0267535916686
0.333373493976,0.0260910848855
0.334759036145,0.0254966353998
0.336144578313,0.024975469032
0.337530120482,0.0245300948155
0.338915662651,0.0241603324053
0.340301204819,0.0238634172559
0.341686746988,0.0236341780632
0.343072289157,0.0234652791299
0.344457831325,0.0233475187444
0.345843373494,0.0232701733795
0.347228915663,0.0232213765549
0.348614457831,0.0231885205775
0.35,0.0231586690858
